Clé (Texte)            | Score Fréquence | Score Dictionnaire
yWC                  | 0.04256           | 0                  
gI4                  | 0.04256           | 0                  
gI3                  | 0.04256           | 0                  
gI2                  | 0.04256           | 0                  
gI1                  | 0.04256           | 0                  
gI0                  | 0.04256           | 0                  
t2D                  | 0.04256           | 0                  
t2d                  | 0.04256           | 0                  
eYK                  | 0.04256           | 0                  
uOO                  | 0.04256           | 0                  
uoO                  | 0.04256           | 0                  
aFZ                  | 0.04256           | 0                  
uGF                  | 0.04256           | 0                  
uGf                  | 0.04256           | 0                  
mKC                  | 0.04256           | 0                  
yIV                  | 0.04255           | 0                  
jBY                  | 0.04255           | 0                  
xFI                  | 0.04255           | 0                  
hIW                  | 0.04255           | 0                  
jZF                  | 0.04255           | 0                  
jZf                  | 0.04255           | 0                  
zZR                  | 0.04255           | 0                  
kXB                  | 0.04255           | 0                  
aCH                  | 0.04255           | 0                  
l2D                  | 0.04255           | 0                  
l2d                  | 0.04255           | 0                  
uPZ                  | 0.04255           | 0                  
nXX                  | 0.04255           | 0                  
dOL                  | 0.04255           | 0                  
doL                  | 0.04255           | 0                  
xGY                  | 0.04254           | 0                  
lZN                  | 0.04254           | 0                  
fH4                  | 0.04254           | 0                  
fH3                  | 0.04254           | 0                  
fH2                  | 0.04254           | 0                  
fH1                  | 0.04254           | 0                  
fH0                  | 0.04254           | 0                  
n1A                  | 0.04254           | 0                  
C98                  | 0.04254           | 0                  
C88                  | 0.04254           | 0                  
c98                  | 0.04254           | 0                  
c88                  | 0.04254           | 0                  
y2M                  | 0.04254           | 0                  
yPH                  | 0.04254           | 0                  
a6N                  | 0.04254           | 0                  
lNH                  | 0.04254           | 0                  
tQ4                  | 0.04253           | 0                  
tQ3                  | 0.04253           | 0                  
tQ2                  | 0.04253           | 0                  
tQ1                  | 0.04253           | 0                  
tQ0                  | 0.04253           | 0                  
e0N                  | 0.04253           | 0                  
sGC                  | 0.04253           | 0                  
gCZ                  | 0.04253           | 0                  
sAZ                  | 0.04253           | 0                  
eGU                  | 0.04253           | 0                  
oXP                  | 0.04253           | 0                  
lOX                  | 0.04253           | 0                  
loX                  | 0.04253           | 0                  
o0T                  | 0.04253           | 0                  
fCA                  | 0.04253           | 0                  
z5T                  | 0.04253           | 0                  
pL9                  | 0.04253           | 0                  
pl9                  | 0.04253           | 0                  
rM7                  | 0.04253           | 0                  
rm7                  | 0.04253           | 0                  
dTL                  | 0.04253           | 0                  
sGZ                  | 0.04253           | 0                  
rS4                  | 0.04252           | 0                  
rS3                  | 0.04252           | 0                  
rS2                  | 0.04252           | 0                  
rS1                  | 0.04252           | 0                  
rS0                  | 0.04252           | 0                  
xQI                  | 0.04252           | 0                  
r9X                  | 0.04252           | 0                  
r8X                  | 0.04252           | 0                  
uUR                  | 0.04252           | 0                  
tTG                  | 0.04252           | 0                  
aXH                  | 0.04252           | 0                  
lRX                  | 0.04252           | 0                  
lRB                  | 0.04252           | 0                  
fJV                  | 0.04252           | 0                  
tXN                  | 0.04252           | 0                  
zGH                  | 0.04252           | 0                  
CX5                  | 0.04252           | 0                  
cX5                  | 0.04252           | 0                  
d0O                  | 0.04252           | 0                  
fRA                  | 0.04251           | 0                  
dN5                  | 0.04251           | 0                  
xXD                  | 0.04251           | 0                  
xXd                  | 0.04251           | 0                  
gZ5                  | 0.04251           | 0                  
lGC                  | 0.04251           | 0                  
yXO                  | 0.04251           | 0                  
r4B                  | 0.04251           | 0                  
aSO                  | 0.04251           | 0                  
tBW                  | 0.04251           | 0                  
tBP                  | 0.04251           | 0                  
dRK                  | 0.04251           | 0                  
r5R                  | 0.04250           | 0                  
e5K                  | 0.04250           | 0                  
hNG                  | 0.04250           | 0                  
vEU                  | 0.04250           | 0                  
oDJ                  | 0.04250           | 0                  
hNF                  | 0.04250           | 0                  
hNf                  | 0.04250           | 0                  
iWW                  | 0.04250           | 0                  
qTI                  | 0.04250           | 0                  
kTX                  | 0.04249           | 0                  
aUC                  | 0.04249           | 0                  
oOJ                  | 0.04249           | 0                  
ooJ                  | 0.04249           | 0                  
lQN                  | 0.04249           | 0                  
pEU                  | 0.04249           | 0                  
r5V                  | 0.04249           | 0                  
k2S                  | 0.04249           | 0                  
xKY                  | 0.04249           | 0                  
l0D                  | 0.04248           | 0                  
l0d                  | 0.04248           | 0                  
mPX                  | 0.04248           | 0                  
aON                  | 0.04248           | 0                  
aoN                  | 0.04248           | 0                  
yVF                  | 0.04248           | 0                  
yVf                  | 0.04248           | 0                  
rXY                  | 0.04248           | 0                  
kDH                  | 0.04248           | 0                  
nWY                  | 0.04248           | 0                  
zAO                  | 0.04248           | 0                  
sFP                  | 0.04248           | 0                  
qDG                  | 0.04247           | 0                  
dM5                  | 0.04247           | 0                  
dm5                  | 0.04247           | 0                  
iWS                  | 0.04247           | 0                  
lDI                  | 0.04247           | 0                  
i5F                  | 0.04247           | 0                  
i5f                  | 0.04247           | 0                  
hKF                  | 0.04247           | 0                  
hKf                  | 0.04247           | 0                  
fGL                  | 0.04247           | 0                  
jJ9                  | 0.04247           | 0                  
qBR                  | 0.04247           | 0                  
jXX                  | 0.04247           | 0                  
n4X                  | 0.04246           | 0                  
hYF                  | 0.04246           | 0                  
hYf                  | 0.04246           | 0                  
xQH                  | 0.04246           | 0                  
yWO                  | 0.04246           | 0                  
fYT                  | 0.04246           | 0                  
aBI                  | 0.04246           | 0                  
e4B                  | 0.04246           | 0                  
oUW                  | 0.04246           | 0                  
zJG                  | 0.04246           | 0                  
xQN                  | 0.04246           | 0                  
BQU                  | 0.04246           | 0                  
bQU                  | 0.04246           | 0                  
fSA                  | 0.04246           | 0                  
eSV                  | 0.04246           | 0                  
vWY                  | 0.04246           | 0                  
mGP                  | 0.04246           | 0                  
xWG                  | 0.04245           | 0                  
nWZ                  | 0.04245           | 0                  
dOV                  | 0.04245           | 0                  
doV                  | 0.04245           | 0                  
s5G                  | 0.04245           | 0                  
a2A                  | 0.04245           | 0                  
hIH                  | 0.04245           | 0                  
dEF                  | 0.04245           | 0                  
dEf                  | 0.04245           | 0                  
sRO                  | 0.04245           | 0                  
hDM                  | 0.04245           | 0                  
lXA                  | 0.04245           | 0                  
zVO                  | 0.04245           | 0                  
rKT                  | 0.04245           | 0                  
fJW                  | 0.04245           | 0                  
BT4                  | 0.04245           | 0                  
BT3                  | 0.04245           | 0                  
BT2                  | 0.04245           | 0                  
BT1                  | 0.04245           | 0                  
BT0                  | 0.04245           | 0                  
bT4                  | 0.04245           | 0                  
bT3                  | 0.04245           | 0                  
bT2                  | 0.04245           | 0                  
bT1                  | 0.04245           | 0                  
bT0                  | 0.04245           | 0                  
aGG                  | 0.04244           | 0                  
aNN                  | 0.04244           | 0                  
yPS                  | 0.04244           | 0                  
rJC                  | 0.04244           | 0                  
hAY                  | 0.04244           | 0                  
m6R                  | 0.04244           | 0                  
k7T                  | 0.04244           | 0                  
lRS                  | 0.04244           | 0                  
wEX                  | 0.04243           | 0                  
q4M                  | 0.04243           | 0                  
xAO                  | 0.04243           | 0                  
lM9                  | 0.04243           | 0                  
lm9                  | 0.04243           | 0                  
eVC                  | 0.04243           | 0                  
wQH                  | 0.04243           | 0                  
nJH                  | 0.04242           | 0                  
pBY                  | 0.04242           | 0                  
d4Z                  | 0.04242           | 0                  
yGH                  | 0.04242           | 0                  
iKF                  | 0.04242           | 0                  
iKf                  | 0.04242           | 0                  
dXT                  | 0.04242           | 0                  
tZZ                  | 0.04242           | 0                  
wPT                  | 0.04242           | 0                  
B2R                  | 0.04242           | 0                  
b2R                  | 0.04242           | 0                  
pPY                  | 0.04242           | 0                  
sSH                  | 0.04242           | 0                  
mZH                  | 0.04241           | 0                  
qNM                  | 0.04241           | 0                  
hGP                  | 0.04241           | 0                  
xJX                  | 0.04241           | 0                  
B2J                  | 0.04241           | 0                  
b2J                  | 0.04241           | 0                  
lEB                  | 0.04241           | 0                  
nIN                  | 0.04241           | 0                  
n4O                  | 0.04241           | 0                  
lWO                  | 0.04241           | 0                  
d7I                  | 0.04241           | 0                  
gYF                  | 0.04241           | 0                  
gYf                  | 0.04241           | 0                  
s7E                  | 0.04241           | 0                  
s7e                  | 0.04241           | 0                  
d4T                  | 0.04241           | 0                  
hQY                  | 0.04241           | 0                  
tZP                  | 0.04240           | 0                  
dJ7                  | 0.04240           | 0                  
hBP                  | 0.04240           | 0                  
nUN                  | 0.04240           | 0                  
uPX                  | 0.04240           | 0                  
aK6                  | 0.04240           | 0                  
i4W                  | 0.04240           | 0                  
rWX                  | 0.04239           | 0                  
xGO                  | 0.04239           | 0                  
a2H                  | 0.04239           | 0                  
jJK                  | 0.04239           | 0                  
dUV                  | 0.04239           | 0                  
rST                  | 0.04239           | 0                  
v5J                  | 0.04239           | 0                  
dDK                  | 0.04239           | 0                  
o2S                  | 0.04239           | 0                  
oAJ                  | 0.04238           | 0                  
mJP                  | 0.04238           | 0                  
xCP                  | 0.04238           | 0                  
rCP                  | 0.04238           | 0                  
pRY                  | 0.04238           | 0                  
gD6                  | 0.04238           | 0                  
p5T                  | 0.04238           | 0                  
kDX                  | 0.04238           | 0                  
pNO                  | 0.04238           | 0                  
h6G                  | 0.04238           | 0                  
iKB                  | 0.04238           | 0                  
kWV                  | 0.04238           | 0                  
hGC                  | 0.04238           | 0                  
hCC                  | 0.04238           | 0                  
uEF                  | 0.04238           | 0                  
uEf                  | 0.04238           | 0                  
jIP                  | 0.04237           | 0                  
BIF                  | 0.04237           | 0                  
BIf                  | 0.04237           | 0                  
bIF                  | 0.04237           | 0                  
bIf                  | 0.04237           | 0                  
dQ9                  | 0.04237           | 0                  
hQJ                  | 0.04237           | 0                  
sCX                  | 0.04237           | 0                  
jZK                  | 0.04237           | 0                  
wKL                  | 0.04237           | 0                  
uTG                  | 0.04237           | 0                  
eGN                  | 0.04237           | 0                  
kKQ                  | 0.04236           | 0                  
rE9                  | 0.04236           | 0                  
f4T                  | 0.04236           | 0                  
v3I                  | 0.04236           | 0                  
iVQ                  | 0.04236           | 0                  
tWX                  | 0.04236           | 0                  
dGF                  | 0.04236           | 0                  
dGf                  | 0.04236           | 0                  
iSG                  | 0.04236           | 0                  
tM5                  | 0.04235           | 0                  
tm5                  | 0.04235           | 0                  
a2N                  | 0.04235           | 0                  
yQK                  | 0.04235           | 0                  
lAM                  | 0.04235           | 0                  
ePU                  | 0.04235           | 0                  
k4X                  | 0.04235           | 0                  
n2M                  | 0.04235           | 0                  
fAN                  | 0.04235           | 0                  
uV4                  | 0.04235           | 0                  
uV3                  | 0.04235           | 0                  
uV2                  | 0.04235           | 0                  
uV1                  | 0.04235           | 0                  
uV0                  | 0.04235           | 0                  
kEH                  | 0.04235           | 0                  
u0D                  | 0.04234           | 0                  
u0d                  | 0.04234           | 0                  
lJN                  | 0.04234           | 0                  
p9H                  | 0.04234           | 0                  
p8H                  | 0.04234           | 0                  
zJW                  | 0.04234           | 0                  
CXQ                  | 0.04234           | 0                  
cXQ                  | 0.04234           | 0                  
B7P                  | 0.04234           | 0                  
b7P                  | 0.04234           | 0                  
r0A                  | 0.04234           | 0                  
k5J                  | 0.04234           | 0                  
jSY                  | 0.04234           | 0                  
rAT                  | 0.04234           | 0                  
eZ9                  | 0.04234           | 0                  
dYF                  | 0.04234           | 0                  
dYf                  | 0.04234           | 0                  
hEO                  | 0.04234           | 0                  
vNM                  | 0.04233           | 0                  
yCL                  | 0.04233           | 0                  
sGI                  | 0.04233           | 0                  
sYN                  | 0.04233           | 0                  
xAX                  | 0.04233           | 0                  
xQB                  | 0.04233           | 0                  
xFV                  | 0.04233           | 0                  
fKV                  | 0.04233           | 0                  
zKS                  | 0.04233           | 0                  
e1I                  | 0.04233           | 0                  
nZK                  | 0.04233           | 0                  
yBH                  | 0.04233           | 0                  
sDV                  | 0.04233           | 0                  
i6I                  | 0.04233           | 0                  
BWQ                  | 0.04233           | 0                  
bWQ                  | 0.04233           | 0                  
wAB                  | 0.04233           | 0                  
fNO                  | 0.04233           | 0                  
uXI                  | 0.04233           | 0                  
yUB                  | 0.04232           | 0                  
xSB                  | 0.04232           | 0                  
dWZ                  | 0.04232           | 0                  
eWV                  | 0.04232           | 0                  
zAV                  | 0.04232           | 0                  
l6X                  | 0.04232           | 0                  
tOZ                  | 0.04232           | 0                  
toZ                  | 0.04232           | 0                  
sPD                  | 0.04232           | 0                  
sPd                  | 0.04232           | 0                  
nFF                  | 0.04232           | 0                  
vBB                  | 0.04232           | 0                  
yPJ                  | 0.04232           | 0                  
yBX                  | 0.04232           | 0                  
C56                  | 0.04231           | 0                  
c56                  | 0.04231           | 0                  
nXG                  | 0.04231           | 0                  
dA4                  | 0.04231           | 0                  
dA3                  | 0.04231           | 0                  
dA2                  | 0.04231           | 0                  
dA1                  | 0.04231           | 0                  
dA0                  | 0.04231           | 0                  
nAV                  | 0.04231           | 0                  
dCZ                  | 0.04231           | 0                  
nCP                  | 0.04231           | 0                  
nKF                  | 0.04231           | 0                  
nKf                  | 0.04231           | 0                  
lQU                  | 0.04231           | 0                  
yUT                  | 0.04231           | 0                  
k3T                  | 0.04231           | 0                  
iWJ                  | 0.04230           | 0                  
eOJ                  | 0.04230           | 0                  
eoJ                  | 0.04230           | 0                  
t4I                  | 0.04230           | 0                  
fPY                  | 0.04230           | 0                  
sYL                  | 0.04230           | 0                  
dZK                  | 0.04230           | 0                  
wVN                  | 0.04230           | 0                  
sQH                  | 0.04229           | 0                  
nNQ                  | 0.04229           | 0                  
oH8                  | 0.04229           | 0                  
u6B                  | 0.04229           | 0                  
fWS                  | 0.04229           | 0                  
u4D                  | 0.04229           | 0                  
u4d                  | 0.04229           | 0                  
zAW                  | 0.04229           | 0                  
hUH                  | 0.04228           | 0                  
uDW                  | 0.04228           | 0                  
rRP                  | 0.04228           | 0                  
aFJ                  | 0.04228           | 0                  
xPJ                  | 0.04228           | 0                  
r4F                  | 0.04228           | 0                  
r4f                  | 0.04228           | 0                  
eAU                  | 0.04228           | 0                  
B3G                  | 0.04228           | 0                  
b3G                  | 0.04228           | 0                  
qWO                  | 0.04227           | 0                  
wEB                  | 0.04227           | 0                  
a3I                  | 0.04227           | 0                  
aF4                  | 0.04227           | 0                  
aF3                  | 0.04227           | 0                  
aF2                  | 0.04227           | 0                  
aF1                  | 0.04227           | 0                  
aF0                  | 0.04227           | 0                  
dGQ                  | 0.04226           | 0                  
wZI                  | 0.04226           | 0                  
sJP                  | 0.04226           | 0                  
kG4                  | 0.04226           | 0                  
kG3                  | 0.04226           | 0                  
kG2                  | 0.04226           | 0                  
kG1                  | 0.04226           | 0                  
kG0                  | 0.04226           | 0                  
n9V                  | 0.04226           | 0                  
n8V                  | 0.04226           | 0                  
o3P                  | 0.04226           | 0                  
lNC                  | 0.04226           | 0                  
eUC                  | 0.04226           | 0                  
wVO                  | 0.04226           | 0                  
zNN                  | 0.04226           | 0                  
f4O                  | 0.04225           | 0                  
hKK                  | 0.04225           | 0                  
i4C                  | 0.04225           | 0                  
pQR                  | 0.04225           | 0                  
hV4                  | 0.04225           | 0                  
hV3                  | 0.04225           | 0                  
hV2                  | 0.04225           | 0                  
hV1                  | 0.04225           | 0                  
hV0                  | 0.04225           | 0                  
hUL                  | 0.04225           | 0                  
wMK                  | 0.04225           | 0                  
wmK                  | 0.04225           | 0                  
dBC                  | 0.04225           | 0                  
sQC                  | 0.04225           | 0                  
dNQ                  | 0.04224           | 0                  
sNC                  | 0.04224           | 0                  
tUJ                  | 0.04224           | 0                  
xNG                  | 0.04224           | 0                  
xDV                  | 0.04224           | 0                  
oQ4                  | 0.04224           | 0                  
oQ3                  | 0.04224           | 0                  
oQ2                  | 0.04224           | 0                  
oQ1                  | 0.04224           | 0                  
oQ0                  | 0.04224           | 0                  
rCF                  | 0.04224           | 0                  
rCf                  | 0.04224           | 0                  
BE8                  | 0.04224           | 0                  
bE8                  | 0.04224           | 0                  
qEG                  | 0.04224           | 0                  
uBL                  | 0.04224           | 0                  
nYJ                  | 0.04224           | 0                  
xTD                  | 0.04224           | 0                  
xTd                  | 0.04224           | 0                  
wWI                  | 0.04224           | 0                  
gY4                  | 0.04223           | 0                  
gY3                  | 0.04223           | 0                  
gY2                  | 0.04223           | 0                  
gY1                  | 0.04223           | 0                  
gY0                  | 0.04223           | 0                  
fUD                  | 0.04223           | 0                  
fUd                  | 0.04223           | 0                  
xBR                  | 0.04223           | 0                  
kZS                  | 0.04223           | 0                  
yXH                  | 0.04223           | 0                  
h9Z                  | 0.04223           | 0                  
h8Z                  | 0.04223           | 0                  
h4Z                  | 0.04223           | 0                  
yUH                  | 0.04222           | 0                  
o6T                  | 0.04222           | 0                  
CBK                  | 0.04222           | 0                  
cBK                  | 0.04222           | 0                  
rUG                  | 0.04222           | 0                  
kJ7                  | 0.04222           | 0                  
hXR                  | 0.04222           | 0                  
sJN                  | 0.04222           | 0                  
wDH                  | 0.04222           | 0                  
kRU                  | 0.04222           | 0                  
zVB                  | 0.04222           | 0                  
jW4                  | 0.04221           | 0                  
jW3                  | 0.04221           | 0                  
jW2                  | 0.04221           | 0                  
jW1                  | 0.04221           | 0                  
jW0                  | 0.04221           | 0                  
mHO                  | 0.04221           | 0                  
vWS                  | 0.04221           | 0                  
tRR                  | 0.04221           | 0                  
uRP                  | 0.04221           | 0                  
g7X                  | 0.04221           | 0                  
k4R                  | 0.04221           | 0                  
nPJ                  | 0.04221           | 0                  
uGK                  | 0.04221           | 0                  
l5O                  | 0.04220           | 0                  
dXH                  | 0.04220           | 0                  
jK9                  | 0.04220           | 0                  
gW6                  | 0.04220           | 0                  
bFO                  | 0.04220           | 0                  
lYH                  | 0.04220           | 0                  
v4M                  | 0.04220           | 0                  
n2G                  | 0.04219           | 0                  
hVY                  | 0.04219           | 0                  
iWF                  | 0.04219           | 0                  
iWf                  | 0.04219           | 0                  
yUN                  | 0.04219           | 0                  
eBP                  | 0.04219           | 0                  
dIZ                  | 0.04219           | 0                  
fWB                  | 0.04219           | 0                  
tF4                  | 0.04219           | 0                  
tF3                  | 0.04219           | 0                  
tF2                  | 0.04219           | 0                  
tF1                  | 0.04219           | 0                  
tF0                  | 0.04219           | 0                  
eH9                  | 0.04219           | 0                  
eGJ                  | 0.04219           | 0                  
pAP                  | 0.04219           | 0                  
d6V                  | 0.04219           | 0                  
rO4                  | 0.04218           | 0                  
rO3                  | 0.04218           | 0                  
rO2                  | 0.04218           | 0                  
rO1                  | 0.04218           | 0                  
rO0                  | 0.04218           | 0                  
ro4                  | 0.04218           | 0                  
ro3                  | 0.04218           | 0                  
ro2                  | 0.04218           | 0                  
ro1                  | 0.04218           | 0                  
ro0                  | 0.04218           | 0                  
eKK                  | 0.04218           | 0                  
kQX                  | 0.04218           | 0                  
e4O                  | 0.04218           | 0                  
xFN                  | 0.04218           | 0                  
i4H                  | 0.04218           | 0                  
eQU                  | 0.04218           | 0                  
pKJ                  | 0.04218           | 0                  
hQO                  | 0.04218           | 0                  
sQD                  | 0.04218           | 0                  
sQd                  | 0.04218           | 0                  
pIH                  | 0.04218           | 0                  
lSB                  | 0.04218           | 0                  
gF5                  | 0.04218           | 0                  
jGZ                  | 0.04217           | 0                  
d4C                  | 0.04217           | 0                  
uBN                  | 0.04217           | 0                  
fGZ                  | 0.04217           | 0                  
iDL                  | 0.04217           | 0                  
oVU                  | 0.04217           | 0                  
sDJ                  | 0.04217           | 0                  
kGF                  | 0.04217           | 0                  
kGf                  | 0.04217           | 0                  
mAC                  | 0.04217           | 0                  
hPX                  | 0.04216           | 0                  
jVL                  | 0.04216           | 0                  
mJH                  | 0.04216           | 0                  
B7C                  | 0.04216           | 0                  
b7C                  | 0.04216           | 0                  
B2Y                  | 0.04216           | 0                  
b2Y                  | 0.04216           | 0                  
yKJ                  | 0.04216           | 0                  
aYM                  | 0.04216           | 0                  
nNJ                  | 0.04216           | 0                  
h2G                  | 0.04216           | 0                  
eUF                  | 0.04216           | 0                  
eUf                  | 0.04216           | 0                  
hFY                  | 0.04216           | 0                  
uOL                  | 0.04216           | 0                  
uoL                  | 0.04216           | 0                  
mMQ                  | 0.04215           | 0                  
mmQ                  | 0.04215           | 0                  
iBA                  | 0.04215           | 0                  
xQC                  | 0.04215           | 0                  
iFD                  | 0.04215           | 0                  
zEN                  | 0.04215           | 0                  
xPN                  | 0.04214           | 0                  
u0L                  | 0.04214           | 0                  
pFG                  | 0.04214           | 0                  
oGH                  | 0.04214           | 0                  
kSS                  | 0.04214           | 0                  
h9B                  | 0.04214           | 0                  
h8B                  | 0.04214           | 0                  
eRK                  | 0.04214           | 0                  
eOW                  | 0.04214           | 0                  
eoW                  | 0.04214           | 0                  
jSS                  | 0.04214           | 0                  
oDZ                  | 0.04214           | 0                  
tNU                  | 0.04213           | 0                  
e6Z                  | 0.04213           | 0                  
mHA                  | 0.04213           | 0                  
iQN                  | 0.04213           | 0                  
xYJ                  | 0.04213           | 0                  
dXN                  | 0.04212           | 0                  
tQV                  | 0.04212           | 0                  
dJK                  | 0.04212           | 0                  
BQ9                  | 0.04212           | 0                  
bQ9                  | 0.04212           | 0                  
hVQ                  | 0.04212           | 0                  
pUI                  | 0.04212           | 0                  
nPK                  | 0.04212           | 0                  
a6X                  | 0.04212           | 0                  
aDW                  | 0.04212           | 0                  
kRP                  | 0.04212           | 0                  
r4J                  | 0.04212           | 0                  
o9Z                  | 0.04212           | 0                  
o8Z                  | 0.04212           | 0                  
yCB                  | 0.04212           | 0                  
nDH                  | 0.04212           | 0                  
tG4                  | 0.04211           | 0                  
tG3                  | 0.04211           | 0                  
tG2                  | 0.04211           | 0                  
tG1                  | 0.04211           | 0                  
tG0                  | 0.04211           | 0                  
rFT                  | 0.04211           | 0                  
wRI                  | 0.04211           | 0                  
i6M                  | 0.04211           | 0                  
sII                  | 0.04211           | 0                  
yZ4                  | 0.04211           | 0                  
yZ3                  | 0.04211           | 0                  
yZ2                  | 0.04211           | 0                  
yZ1                  | 0.04211           | 0                  
yZ0                  | 0.04211           | 0                  
vPK                  | 0.04211           | 0                  
uH5                  | 0.04210           | 0                  
nAP                  | 0.04210           | 0                  
dEK                  | 0.04210           | 0                  
rKB                  | 0.04210           | 0                  
x3A                  | 0.04210           | 0                  
xRG                  | 0.04210           | 0                  
d0G                  | 0.04210           | 0                  
CP6                  | 0.04210           | 0                  
cP6                  | 0.04210           | 0                  
lIC                  | 0.04210           | 0                  
g9J                  | 0.04209           | 0                  
g8J                  | 0.04209           | 0                  
xNF                  | 0.04209           | 0                  
xNf                  | 0.04209           | 0                  
sKI                  | 0.04209           | 0                  
B7M                  | 0.04209           | 0                  
b7M                  | 0.04209           | 0                  
n4Z                  | 0.04209           | 0                  
o2R                  | 0.04209           | 0                  
zGY                  | 0.04209           | 0                  
eBH                  | 0.04209           | 0                  
nVQ                  | 0.04209           | 0                  
mEC                  | 0.04209           | 0                  
uM9                  | 0.04209           | 0                  
um9                  | 0.04209           | 0                  
wAX                  | 0.04209           | 0                  
sJG                  | 0.04208           | 0                  
nVK                  | 0.04208           | 0                  
kZ9                  | 0.04208           | 0                  
kAQ                  | 0.04208           | 0                  
j2R                  | 0.04208           | 0                  
mHL                  | 0.04208           | 0                  
kSI                  | 0.04208           | 0                  
vIS                  | 0.04208           | 0                  
dGK                  | 0.04207           | 0                  
hEU                  | 0.04207           | 0                  
h9V                  | 0.04207           | 0                  
h8V                  | 0.04207           | 0                  
hFS                  | 0.04207           | 0                  
j4G                  | 0.04207           | 0                  
zBD                  | 0.04207           | 0                  
zBd                  | 0.04207           | 0                  
lTD                  | 0.04207           | 0                  
lTd                  | 0.04207           | 0                  
mGY                  | 0.04207           | 0                  
aDP                  | 0.04207           | 0                  
m5N                  | 0.04207           | 0                  
w4A                  | 0.04206           | 0                  
r7I                  | 0.04206           | 0                  
sAX                  | 0.04206           | 0                  
vRX                  | 0.04206           | 0                  
hBS                  | 0.04206           | 0                  
gNF                  | 0.04206           | 0                  
gNf                  | 0.04206           | 0                  
iHK                  | 0.04206           | 0                  
C2T                  | 0.04206           | 0                  
c2T                  | 0.04206           | 0                  
jSN                  | 0.04206           | 0                  
dP9                  | 0.04205           | 0                  
sAC                  | 0.04205           | 0                  
sJZ                  | 0.04205           | 0                  
sHW                  | 0.04205           | 0                  
nDQ                  | 0.04205           | 0                  
wJX                  | 0.04205           | 0                  
pVF                  | 0.04205           | 0                  
pVf                  | 0.04205           | 0                  
aCC                  | 0.04205           | 0                  
BG9                  | 0.04205           | 0                  
bG9                  | 0.04205           | 0                  
j3R                  | 0.04205           | 0                  
dCL                  | 0.04205           | 0                  
gOP                  | 0.04205           | 0                  
goP                  | 0.04205           | 0                  
kXY                  | 0.04205           | 0                  
nTM                  | 0.04205           | 0                  
wXE                  | 0.04205           | 0                  
wXe                  | 0.04205           | 0                  
iH7                  | 0.04204           | 0                  
mZL                  | 0.04204           | 0                  
v5X                  | 0.04204           | 0                  
zNR                  | 0.04204           | 0                  
BY8                  | 0.04204           | 0                  
bY8                  | 0.04204           | 0                  
k1C                  | 0.04204           | 0                  
rPQ                  | 0.04204           | 0                  
rWZ                  | 0.04204           | 0                  
oZ9                  | 0.04204           | 0                  
y4P                  | 0.04203           | 0                  
sEN                  | 0.04203           | 0                  
wFC                  | 0.04203           | 0                  
kGO                  | 0.04203           | 0                  
vSA                  | 0.04203           | 0                  
gUU                  | 0.04203           | 0                  
rIF                  | 0.04203           | 0                  
rIf                  | 0.04203           | 0                  
fSN                  | 0.04203           | 0                  
hOB                  | 0.04203           | 0                  
hoB                  | 0.04203           | 0                  
eUG                  | 0.04203           | 0                  
dN6                  | 0.04203           | 0                  
yXR                  | 0.04202           | 0                  
uAK                  | 0.04202           | 0                  
hZJ                  | 0.04202           | 0                  
aH7                  | 0.04201           | 0                  
